name,price,rating,stock,category
Total War: Arena,"73,99 €",3 / 5,Out of Stock,"Military, Strategy, Real-Time, General"
Reus,"41,99 €",3 / 5,In stock,"Strategy, General"
Event[0],"69,99 €",3 / 5,Out of Stock,"Action, Puzzle, General"
Tropico 5 Penultimate Edition,"64,99 €",3 / 5,In stock,"Strategy, Management, Government"
NBA Jam,"75,99 €",3 / 5,Out of Stock,"Sports, Traditional, Team, Basketball, Arcade"
Sol Survivor,"77,99 €",3 / 5,In stock,"Strategy, Real-Time, Sci-Fi, General"
Missing: Since January,"65,99 €",3 / 5,Out of Stock,"Adventure, General"
Magic: The Gathering Online,"51,99 €",3 / 5,In stock,"Strategy, Miscellaneous, Turn-Based, Card Battle"
Blade of Darkness,"86,99 €",3 / 5,Out of Stock,"Role-Playing, Action Adventure, Fantasy, General, Action RPG"
Dead or Alive 5 Last Round,"73,99 €",2 / 5,In stock,"Action, Fighting, 3D"
Evoland 2: A Slight Case of Spacetime Continuum Disorder,"74,99 €",2 / 5,Out of Stock,"Adventure, General"
Tokyo Xanadu,"80,99 €",2 / 5,In stock,"Role-Playing, Action RPG"
Batman: The Brave and the Bold - The Videogame,"81,99 €",2 / 5,Out of Stock,"Action, General"
Pato Box,"75,99 €",2 / 5,In stock,"Sports, Individual, Combat, Boxing / Martial Arts"
Sundered,"75,99 €",2 / 5,Out of Stock,"Action Adventure, General"
Every Extend Extra,"73,99 €",2 / 5,In stock,"Action, Shooter, Static, ""Shoot-Em-Up"", Top-Down"
Ivy the Kiwi?,"72,99 €",2 / 5,Out of Stock,"Action, General, Platformer, 2D"
Hasbro Family Game Night: Sorry! Sliders,"74,99 €",2 / 5,In stock,"Miscellaneous, Board Games, Board / Card Game"
Real World Golf,"74,99 €",2 / 5,Out of Stock,"Sports, Traditional, Golf, Sim"
Epistory - Typing Chronicles,"77,99 €",2 / 5,In stock,"Action Adventure, General"
Tricky Towers,"75,99 €",2 / 5,Out of Stock,"Puzzle, Stacking"
Batman: Arkham VR,"72,99 €",2 / 5,In stock,"Action, General"
Back to the Future: The Game - Episode I: It's About Time,"71,99 €",2 / 5,Out of Stock,"Action Adventure, Adventure, Sci-Fi, 3D, Third-Person"
Chili Con Carnage,"74,99 €",2 / 5,In stock,"Action, Shooter, Third-Person, Modern, Arcade"
Dead Nation: Apocalypse Edition,"71,99 €",2 / 5,Out of Stock,"Action, Shooter, Third-Person, ""Shoot-Em-Up"", Modern, Top-Down"
The Wolf Among Us: Episode 4 - In Sheep's Clothing,"83,99 €",2 / 5,In stock,"Action Adventure, Adventure, General, Fantasy, Point-and-Click"
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,"77,99 €",2 / 5,Out of Stock,"Adventure, Point-and-Click"
ClaDun x2,"83,99 €",2 / 5,In stock,"Role-Playing, General, Action RPG"
Zoo Keeper,"75,99 €",2 / 5,Out of Stock,"Miscellaneous, Puzzle, General, Matching"
Calling All Cars!,"71,99 €",2 / 5,In stock,"Simulation, Driving, Car Combat, Vehicle, Combat"
Romancing SaGa 3,"63,99 €",2 / 5,Out of Stock,"Role-Playing, Japanese-Style"
Back to the Future: The Game - Episode II: Get Tannen!,"72,99 €",2 / 5,In stock,"Action Adventure, Adventure, Sci-Fi, 3D, Third-Person"
LEGO DC Super-Villains,"72,99 €",2 / 5,Out of Stock,"Action Adventure, General"
Slain: Back from Hell,"81,99 €",2 / 5,In stock,"Action, Platformer, 2D"
Call of Duty: Black Ops III - Eclipse,"36,99 €",2 / 5,Out of Stock,"Action, Shooter, First-Person, Arcade"
Atelier Meruru Plus: The Apprentice of Arland,"81,99 €",2 / 5,In stock,"Role-Playing, General, Japanese-Style"
Tiger Woods PGA Tour 2001,"74,99 €",2 / 5,Out of Stock,"Sports, Traditional, Golf, Sim"
Inazuma Eleven Go: Light,"76,99 €",2 / 5,In stock,"Sports, Traditional, Soccer, Arcade"
The Sims 3: Late Night Expansion Pack,"56,99 €",2 / 5,Out of Stock,"Simulation, Miscellaneous, Virtual Life, Virtual"
Everybody's Golf VR,"78,99 €",2 / 5,In stock,"Sports, Individual, Golf, Arcade"
The Sims 3: Ambitions,"71,99 €",2 / 5,Out of Stock,"Simulation, Miscellaneous, Virtual Life, Virtual"
Pokemon Trozei!,"73,99 €",2 / 5,In stock,"Miscellaneous, Puzzle, Matching"
FlatOut: Head On,"82,99 €",2 / 5,Out of Stock,"Driving, Racing, Arcade, Other"
Hellmut: The Badass from Hell,"74,99 €",2 / 5,In stock,"Action, Shooter, ""Shoot-Em-Up"", Top-Down"
Bladed Fury,"82,99 €",2 / 5,Out of Stock,"Action, ""Beat-Em-Up"", 2D"
Lode Runner Legacy,"75,99 €",2 / 5,In stock,"Puzzle, Action"
War World: Tactical Combat,"75,99 €",2 / 5,Out of Stock,"Action, Shooter, Third-Person, Sci-Fi, Arcade"
Sam & Max: Save the World,"76,99 €",2 / 5,In stock,"Miscellaneous, Adventure, General, 3D, Compilation, Point-and-Click, Third-Person"
Greg Hastings' Tournament Paintball,"83,99 €",2 / 5,Out of Stock,"Sports, Alternative, Other"
Overload,"77,99 €",2 / 5,In stock,"Action, Shooter, First-Person, Arcade"
Inazuma Eleven 2: Firestorm,"82,99 €",2 / 5,Out of Stock,"Sports, General"
Patapon 3,"76,99 €",2 / 5,In stock,"Action, General"
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,"78,99 €",2 / 5,Out of Stock,"Adventure, General, Point-and-Click"
Shadowgrounds,"70,99 €",2 / 5,In stock,"Action, Shooter, Third-Person, Sci-Fi, Arcade"
SuperHyperCube,"61,99 €",2 / 5,Out of Stock,"Puzzle, General"
Spartan: Total Warrior,"86,99 €",2 / 5,In stock,"Action Adventure, Historic"
The Raven Remastered,"68,99 €",2 / 5,Out of Stock,"Adventure, Point-and-Click"
The Room,"78,99 €",2 / 5,In stock,"Adventure, General"
CastleStorm: Definitive Edition,"59,99 €",2 / 5,Out of Stock,"Strategy, General"
Shadows: Heretic Kingdoms,"70,99 €",2 / 5,In stock,"Role-Playing, Action RPG, PC-style RPG, Western-Style"
Edge (2011),"74,99 €",2 / 5,Out of Stock,"Action, Miscellaneous, Puzzle, Platformer, General, 3D"
Naruto: Clash of Ninja Revolution,"79,99 €",2 / 5,In stock,"Action, Fighting, 3D"
Tetris Axis,"72,99 €",2 / 5,Out of Stock,"Miscellaneous, Puzzle, Stacking"
Radiata Stories,"86,99 €",2 / 5,In stock,"Role-Playing, Console-style RPG"
Valkyrie Profile: Covenant of the Plume,"73,99 €",2 / 5,Out of Stock,"Strategy, Turn-Based, Fantasy, Tactics"
Darkstalkers Chronicle: The Chaos Tower,"79,99 €",2 / 5,In stock,"Action, Fighting, 2D"
Echo Generation,"73,99 €",2 / 5,Out of Stock,"Strategy, Turn-Based, General"
Space Colony (Steam Edition),"79,99 €",2 / 5,In stock,"Strategy, Real-Time, General"
Capcom Classics Collection Volume 2,"80,99 €",2 / 5,Out of Stock,"Miscellaneous, Compilation"
SpellForce: The Order of Dawn,"78,99 €",2 / 5,In stock,"Strategy, Real-Time, Fantasy, General"
Ultimate Fighting Championship: Tapout,"74,99 €",2 / 5,Out of Stock,"Action, Fighting, 3D"
The Legend of Dragoon,"89,99 €",2 / 5,In stock,"Role-Playing, Console-style RPG"
Bad Mojo,"69,99 €",2 / 5,Out of Stock,"Action Adventure, Adventure, General, Horror"
Starlink: Battle for Atlas,"78,99 €",2 / 5,In stock,"Simulation, Space, Combat"
The Alliance Alive,"81,99 €",2 / 5,Out of Stock,"Role-Playing, Japanese-Style"
Story of Seasons: Trio of Towns,"80,99 €",2 / 5,In stock,"Strategy, Management, Business / Tycoon"
MindSeize,"82,99 €",2 / 5,Out of Stock,"Action, Platformer, 2D"
Death end re;Quest 2,"67,99 €",2 / 5,In stock,"Role-Playing, Japanese-Style"
Dark Nights with Poe and Munro,"56,99 €",2 / 5,Out of Stock,"Adventure, Visual Novel"
Alone With You,"53,99 €",2 / 5,In stock,"Adventure, General"
Grim Legends: The Forsaken Bride,"74,99 €",2 / 5,Out of Stock,"Puzzle, Hidden Object"
Need for Speed Underground Rivals,"82,99 €",2 / 5,In stock,"Driving, Racing, Simulation, GT / Street, Automobile"
Inazuma Eleven 2: Blizzard,"83,99 €",2 / 5,Out of Stock,"Sports, General"
Vietcong (2003),"86,99 €",2 / 5,In stock,"Action, Shooter, First-Person, Historic, Arcade"
Star Ocean: The Last Hope International,"79,99 €",2 / 5,Out of Stock,"Role-Playing, Console-style RPG, Action RPG, Japanese-Style"
Immortal Redneck,"73,99 €",2 / 5,In stock,"Action, Shooter, First-Person, Arcade"
Marble Saga: Kororinpa,"78,99 €",2 / 5,Out of Stock,"Miscellaneous, Puzzle, Action"
Dance Central Spotlight,"68,99 €",2 / 5,In stock,"Action, Miscellaneous, Rhythm, Dancing"
Smash Court Tennis Pro Tournament 2,"86,99 €",2 / 5,Out of Stock,"Sports, Traditional, Tennis"
Neversong,"77,99 €",2 / 5,In stock,"Action Adventure, Adventure, General"
Frobisher Says!,"73,99 €",2 / 5,Out of Stock,"Miscellaneous, General"
"Warhammer 40,000: Battlesector","80,99 €",2 / 5,In stock,"Strategy, Turn-Based, Tactics"
Monster Sanctuary,"81,99 €",2 / 5,Out of Stock,"Action Adventure, General"
Jacob Jones and the Bigfoot Mystery: Episode One - A Bump in the Night,"77,99 €",2 / 5,In stock,"Miscellaneous, Puzzle, General"
Naruto: Clash of Ninja 2,"87,99 €",2 / 5,Out of Stock,"Action, Fighting, 3D"
Song of Horror,"73,99 €",2 / 5,In stock,"Action Adventure, Survival"
Take Command: 2nd Manassas,"78,99 €",2 / 5,Out of Stock,"Strategy, Real-Time, Wargame, General"
Kingdom,"77,99 €",2 / 5,In stock,"Action, General"
Dead Rising 2: Case West,"67,99 €",2 / 5,Out of Stock,"Action Adventure, Horror, Survival"
Super Monkey Ball: Banana Blitz,"57,99 €",2 / 5,In stock,"Miscellaneous, Party, Party / Minigame"
void tRrLM(); //Void Terrarium,"70,99 €",2 / 5,Out of Stock,"Role-Playing, Roguelike"
Alder's Blood,"76,99 €",2 / 5,In stock,"Strategy, Turn-Based, Tactics"
Blackguards 2,"74,99 €",2 / 5,Out of Stock,"Strategy, Turn-Based, Fantasy, Tactics"
Insurgency,"85,99 €",2 / 5,In stock,"Shooter, Modern, Action, First-Person, Tactical"
Disgaea D2: A Brighter Darkness,"82,99 €",2 / 5,Out of Stock,"Strategy, Turn-Based, Fantasy, Tactics"
DARQ: Complete Edition,"74,99 €",2 / 5,In stock,"Action Adventure, Adventure, General, Linear"
Monster Energy Supercross - The Official Videogame 3,"60,99 €",2 / 5,Out of Stock,"Racing, Arcade, Automobile"
Omensight,"72,99 €",2 / 5,In stock,"Adventure, 3D, First-Person"
Paper Monsters Recut,"80,99 €",2 / 5,Out of Stock,"Action, Platformer, 2D"
Fat Princess: Fistful of Cake,"85,99 €",2 / 5,In stock,"Action, Strategy, General, Real-Time"
Resonance of Fate,"77,99 €",2 / 5,Out of Stock,"Role-Playing, Console-style RPG, Japanese-Style"
Formula One Championship Edition,"82,99 €",2 / 5,In stock,"Driving, Racing, Simulation, Formula One, Automobile"
Inazuma Eleven,"79,99 €",2 / 5,Out of Stock,"Sports, Traditional, Soccer, Arcade"
Samurai Warriors: Spirit of Sanada,"70,99 €",2 / 5,In stock,"Action, ""Beat-Em-Up"", 3D"
El Hijo - A Wild West Tale,"75,99 €",2 / 5,Out of Stock,"Action Adventure, General, Linear"
Lapis x Labyrinth,"50,99 €",2 / 5,In stock,"Role-Playing, Action RPG"
Star Fox Guard,"74,99 €",2 / 5,Out of Stock,"Action, First-Person, Sci-Fi, Shooter, Strategy, Real-Time, Defense"
Mortal Shell: Enhanced Edition,"69,99 €",2 / 5,In stock,"Role-Playing, Action RPG"
Snapshot (2012),"72,99 €",2 / 5,Out of Stock,"Action, Platformer, 2D"
Power Stone Collection,"73,99 €",2 / 5,In stock,"Miscellaneous, Compilation"
Chroma Squad,"67,99 €",2 / 5,Out of Stock,"Strategy, Turn-Based, Tactics"
Fort Triumph,"76,99 €",2 / 5,In stock,"General, Strategy, Turn-Based, Tactics"
Giana Sisters: Twisted Dreams - Owltimate Edition,"83,99 €",2 / 5,Out of Stock,"Action, Platformer, 2D"
Just Dance 2,"72,99 €",2 / 5,In stock,"Action, Miscellaneous, Rhythm, Dancing"
The Secret World,"83,99 €",2 / 5,Out of Stock,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Modern"
Sonic Chronicles: The Dark Brotherhood,"69,99 €",2 / 5,In stock,"Role-Playing, Console-style RPG, Japanese-Style"
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,"80,99 €",2 / 5,Out of Stock,"Action, Shooter, Third-Person, Tactical, Modern"
Bomberman Land Touch! 2,"72,99 €",2 / 5,In stock,"Miscellaneous, Puzzle, Action, General"
Gran Turismo: The Real Driving Simulator,"73,99 €",2 / 5,Out of Stock,"Driving, Racing, Simulation, GT / Street, Automobile"
Yesterday Origins,"71,99 €",2 / 5,In stock,"Adventure, Point-and-Click"
Luigi's Mansion,"81,99 €",2 / 5,Out of Stock,"Action Adventure, General"
Zeno Clash: Ultimate Edition,"79,99 €",2 / 5,In stock,"Action, Shooter, First-Person, Sci-Fi, Arcade"
Pathfinder: Kingmaker - Definitive Edition,"54,99 €",2 / 5,Out of Stock,"Role-Playing, Action RPG, Western-Style"
IL-2 Sturmovik: Battle of Stalingrad,"61,99 €",2 / 5,In stock,"WWI, Simulation, Flight, WWII, Combat"
Cloud Chamber,"73,99 €",2 / 5,Out of Stock,"Role-Playing, Miscellaneous, Adventure, General, Massively Multiplayer, Application"
Shining Soul II,"85,99 €",2 / 5,In stock,"Role-Playing, Action RPG"
Romance of the Three Kingdoms IX,"82,99 €",2 / 5,Out of Stock,"Strategy, Turn-Based, Historic"
Armored Core 3,"86,99 €",2 / 5,In stock,"Simulation, Sci-Fi, Mech"
Way of the Samurai,"81,99 €",2 / 5,Out of Stock,"Action Adventure, Historic"
Spider-Man 2: Enter: Electro,"84,99 €",2 / 5,In stock,"Action Adventure, Sci-Fi"
AeroWings 2: Air Strike,"81,99 €",2 / 5,Out of Stock,"Simulation, Flight, Modern Jet"
TrackMania (2003),"81,99 €",2 / 5,In stock,"Driving, Racing, Arcade, Automobile"
Wild Guns Reloaded,"63,99 €",2 / 5,Out of Stock,"Action, Platformer, Shooter, 2D, Light Gun"
Yumi's Odd Odyssey,"77,99 €",2 / 5,In stock,"Platformer, 2D, Action"
Custom Robo Arena,"83,99 €",2 / 5,Out of Stock,"Action, Fighting, 3D"
Attack on Titan 2,"68,99 €",2 / 5,In stock,"Action, General"
Shin Megami Tensei: Devil Summoner - Soul Hackers,"42,99 €",2 / 5,Out of Stock,"Role-Playing, General, Console-style RPG, Japanese-Style"
TRI,"75,99 €",2 / 5,In stock,"General, Action"
Baseball Mogul 2008,"65,99 €",2 / 5,Out of Stock,"Sports, Traditional, Team, Baseball, Management, Sim"
ArmA: Combat Operations,"76,99 €",2 / 5,In stock,"Action, Shooter, First-Person, Modern, Arcade"
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. the Soulless Army,"32,99 €",2 / 5,Out of Stock,"Role-Playing, General"
Comic Jumper: The Adventures of Captain Smiley,"67,99 €",2 / 5,In stock,"Action, General"
Sacred,"77,99 €",2 / 5,Out of Stock,"Role-Playing, Action RPG"
HyperParasite,"71,99 €",2 / 5,In stock,"Action, Shooter, ""Shoot-Em-Up"", Top-Down"
One Step From Eden,"85,99 €",2 / 5,Out of Stock,"Strategy, Real-Time, Defense"
Coffee Talk,"75,99 €",2 / 5,In stock,"Adventure, Visual Novel"
Out There: Omega The Alliance,"74,99 €",2 / 5,Out of Stock,"Adventure, General"
Turok,"79,99 €",2 / 5,In stock,"Action, Shooter, First-Person, Arcade"
Implosion - Never Lose Hope,"77,99 €",2 / 5,Out of Stock,"Action, Shooter, ""Shoot-Em-Up"", Top-Down"
Sakura Samurai: Art of the Sword,"73,99 €",2 / 5,In stock,"Action, General"
Fatal Frame,"87,99 €",2 / 5,Out of Stock,"Action Adventure, Horror"
Darwin Project,"68,99 €",2 / 5,In stock,"Action, General, Shooter, Third-Person, Tactical"
Act of War: High Treason,"75,99 €",2 / 5,Out of Stock,"Strategy, Real-Time, Military, General"
Plants vs. Zombies: Battle for Neighborville - Complete Edition,"73,99 €",2 / 5,In stock,"Action, Shooter, Third-Person, Tactical"
Ion Assault,"75,99 €",2 / 5,Out of Stock,"Action, Shooter, Scrolling, ""Shoot-Em-Up"", Vertical"
Atelier Firis: The Alchemist and the Mysterious Journey,"71,99 €",2 / 5,In stock,"Role-Playing, Japanese-Style"
Attack on Titan 2: Final Battle,"48,99 €",2 / 5,Out of Stock,"Action, General"
Contra Anniversary Collection,"60,99 €",2 / 5,In stock,"Miscellaneous, Compilation"
2064: Read Only Memories INTEGRAL,"63,99 €",2 / 5,Out of Stock,"Adventure, Point-and-Click"
Blues and Bullets - Episode 2: Shaking The Hive,"45,99 €",2 / 5,In stock,"Action Adventure, General"
Star Ocean: First Departure,"76,99 €",2 / 5,Out of Stock,"Role-Playing, Console-style RPG, Action RPG, Japanese-Style"
Fire Emblem Warriors,"78,99 €",2 / 5,In stock,"Action, ""Beat-Em-Up"", 3D"
Kamiko,"75,99 €",2 / 5,Out of Stock,"Action Adventure, General"
TASTEE: Lethal Tactics,"64,99 €",2 / 5,In stock,"Strategy, Turn-Based, Tactics"
Anna's Quest,"68,99 €",2 / 5,Out of Stock,"Adventure, General, Point-and-Click"
Destination: Treasure Island,"70,99 €",2 / 5,In stock,"Adventure, First-Person, General, Point-and-Click, Fantasy"
"Sam & Max Episode 103: The Mole, the Mob and the Meatball","75,99 €",2 / 5,Out of Stock,"Adventure, General, 3D, Point-and-Click, Third-Person"
HYPERCHARGE: Unboxed,"84,99 €",2 / 5,In stock,"Action, Shooter, First-Person, Arcade"
Bit.Trip Fate,"64,99 €",2 / 5,Out of Stock,"Action, Miscellaneous, Rhythm, Music"
The Sims 2: Bon Voyage,"76,99 €",2 / 5,In stock,"Simulation, Miscellaneous, Virtual Life, Virtual"
GT Advance 3: Pro Concept Racing,"88,99 €",2 / 5,Out of Stock,"Driving, Racing, GT / Street"
Capcom vs. SNK Pro,"85,99 €",2 / 5,In stock,"Action, Fighting, 2D"
MX 2002 Featuring Ricky Carmichael,"74,99 €",2 / 5,Out of Stock,"Driving, Racing, Motorcycle, Motocross"
Dance Dance Revolution Disney Mix,"82,99 €",2 / 5,In stock,"Miscellaneous, Rhythm, Dancing"
The Alliance Alive HD Remastered,"74,99 €",2 / 5,Out of Stock,"Role-Playing, Japanese-Style"
Atelier Iris: Eternal Mana,"75,99 €",2 / 5,In stock,"Role-Playing, Console-style RPG"
John Wick Hex,"43,99 €",2 / 5,Out of Stock,"Strategy, Turn-Based, Tactics"
Disgaea PC,"61,99 €",2 / 5,In stock,"Strategy, Turn-Based, Tactics"
Fortix 2,"68,99 €",2 / 5,Out of Stock,"Action Adventure, Puzzle, Action, Fantasy, General"
NHL 2K8,"70,99 €",2 / 5,In stock,"Sports, Traditional, Team, Ice Hockey, Sim"
SSX Blur,"78,99 €",2 / 5,Out of Stock,"Sports, Alternative, Individual, Snowboarding, Ski / Snowboard"
The Bridge (2013),"74,99 €",2 / 5,In stock,"Miscellaneous, Puzzle, General, Logic"
Neverending Nightmares,"70,99 €",2 / 5,Out of Stock,"Action Adventure, Survival"
Shantae: Risky's Revenge - Director's Cut,"72,99 €",2 / 5,N/A,"Action, Platformer, 2D"
Tokyo Jungle,"81,99 €",2 / 5,Out of Stock,"Action, Action Adventure, General, Survival"
Dead In Vinland,"73,99 €",2 / 5,In stock,"Role-Playing, General"
SBK X: Superbike World Championship,"83,99 €",2 / 5,Out of Stock,"Driving, Racing, Simulation, Motorcycle, Automobile, Street"
Just Dance 2020,"63,99 €",2 / 5,In stock,"Action, Rhythm, Dancing"
Infected,"82,99 €",2 / 5,Out of Stock,"Action, Shooter, Third-Person, Sci-Fi, Arcade"
The Flame in the Flood,"53,99 €",2 / 5,In stock,"Action Adventure, General, Survival"
Eador: Masters of the Broken World,"72,99 €",2 / 5,Out of Stock,"Strategy, Turn-Based, Fantasy, General"
The Beast Inside,"76,99 €",2 / 5,In stock,"Adventure, 3D, First-Person"
Paladins: Champions of the Realm,"71,99 €",2 / 5,Out of Stock,"Action, Shooter, First-Person, Tactical, Arcade"
Sparc,"70,99 €",2 / 5,In stock,"Sports, Team, Futuristic"
Marvel Pinball 3D,"78,99 €",2 / 5,Out of Stock,"Action, Miscellaneous, Parlor, Pinball"
Caesar IV,"79,99 €",2 / 5,In stock,"Strategy, City Building, Management, Historic, Government"
Darkwatch,"83,99 €",2 / 5,Out of Stock,"Action, Shooter, First-Person, Fantasy"
Nemesis of the Roman Empire,"75,99 €",2 / 5,In stock,"Strategy, Real-Time, Historic, General"
Law & Order II: Double or Nothing,"60,99 €",2 / 5,Out of Stock,"Adventure, 3D, First-Person, Modern"
TransWorld Snowboarding,"85,99 €",2 / 5,In stock,"Sports, Alternative, Snowboarding"
Spyro: Season of Ice,"69,99 €",2 / 5,Out of Stock,"Action, Platformer, 2D"
Hot Potato!,"78,99 €",2 / 5,In stock,"Action, General"
Vampire: The Masquerade - Redemption,"83,99 €",2 / 5,Out of Stock,"Role-Playing, PC-style RPG, Western-Style"
FIFA 21 NXT LVL EDITION,"20,99 €",2 / 5,In stock,"Sports, Team, Soccer, Sim"
Nebuchadnezzar,"57,99 €",2 / 5,Out of Stock,"Strategy, Management, Government"
The Outer Worlds: Peril on Gorgon,"65,99 €",2 / 5,In stock,"Role-Playing, Western-Style"
PlayStation All-Stars Battle Royale,"74,99 €",2 / 5,Out of Stock,"Action, Fighting, 2D"
PQ2: Practical Intelligence Quotient,"78,99 €",2 / 5,In stock,"Miscellaneous, Puzzle, General"
Railway Empire: Switch Edition,"72,99 €",2 / 5,Out of Stock,"Strategy, Management, Business / Tycoon"
Dungeon Defenders: Awakened,"73,99 €",2 / 5,In stock,"Role-Playing, Action RPG"
